timestamp_local,hours_from_departure,phase,mould_odour_ou,temperature_c,co2_ppm,sound_dba
2023-12-17T19:00,278,empty-ac-off,191.9,26.06,371,41.6
2023-12-17T20:00,279,empty-ac-off,189.4,25.83,373,41.5
2023-12-17T21:00,280,empty-ac-off,187.3,25.92,377,41.4
2023-12-17T22:00,281,empty-ac-off,188.0,25.82,375,41.4
2023-12-17T23:00,282,empty-ac-off,185.1,25.74,380,41.4
2023-12-18T00:00,283,empty-ac-off,185.5,25.66,382,41.5
2023-12-18T01:00,284,empty-ac-off,193.6,25.65,388,41.6
2023-12-18T02:00,285,empty-ac-off,200.3,25.65,386,41.7
2023-12-18T03:00,286,empty-ac-off,196.7,25.51,387,41.9
2023-12-18T04:00,287,empty-ac-off,186.5,25.55,388,41.7
2023-12-18T05:00,288,empty-ac-off,179.2,25.51,389,41.8
2023-12-18T06:00,289,empty-ac-off,181.5,25.42,393,41.8
2023-12-18T07:00,290,empty-ac-off,182.2,25.32,395,41.9
2023-12-18T08:00,291,empty-ac-off,182.5,25.30,398,42.2
2023-12-18T09:00,292,empty-ac-off,185.2,25.30,399,42.2
2023-12-18T10:00,293,empty-ac-off,182.1,25.38,397,42.2
2023-12-18T11:00,294,empty-ac-off,186.1,25.43,395,42.2
2023-12-18T12:00,295,empty-ac-off,191.0,25.51,387,42.1
2023-12-18T13:00,296,empty-ac-off,193.7,25.57,382,42.0
2023-12-18T14:00,297,empty-ac-off,201.5,25.60,380,41.9
2023-12-18T15:00,298,empty-ac-off,207.2,25.64,383,41.9
2023-12-18T16:00,299,empty-ac-off,209.0,25.70,384,41.8
2023-12-18T17:00,300,empty-ac-off,212.0,25.69,382,41.8
2023-12-18T18:00,301,empty-ac-off,213.5,25.65,378,41.8
2023-12-18T19:00,302,empty-ac-off,212.8,25.60,375,41.8
2023-12-18T20:00,303,empty-ac-off,235.6,25.52,385,44.2
2023-12-18T21:00,304,back-ac-on,411.7,24.30,433,48.0
2023-12-18T22:00,305,back-ac-on,621.8,23.66,401,45.6
2023-12-18T23:00,306,back-ac-on,691.7,23.15,391,43.4
2023-12-19T00:00,307,back-ac-on,747.8,22.75,399,42.8
2023-12-19T01:00,308,back-ac-on,740.1,22.27,409,43.5
2023-12-19T02:00,309,back-ac-on,802.5,21.80,403,43.5
2023-12-19T03:00,310,back-ac-on,820.5,21.41,399,43.0
2023-12-19T04:00,311,back-ac-on,833.4,21.04,403,42.7
2023-12-19T05:00,312,back-ac-on,859.4,20.70,408,43.2
2023-12-19T06:00,313,back-ac-on,876.0,20.39,400,43.5
2023-12-19T07:00,314,back-ac-on,835.7,20.32,406,47.1
2023-12-19T08:00,315,back-ac-on,621.2,20.87,419,55.7
2023-12-19T09:00,316,back-ac-on,527.0,21.84,420,52.1
2023-12-19T10:00,317,back-ac-on,426.7,22.67,422,49.8
2023-12-19T11:00,318,back-ac-on,276.3,23.62,487,55.0
2023-12-19T12:00,319,back-ac-on,285.8,24.32,536,58.1
2023-12-19T13:00,320,back-ac-on,271.7,24.80,508,62.5
2023-12-19T14:00,321,back-ac-on,226.6,24.82,457,55.6
