timestamp_local,phase,mould_odour_ou,mould_odour_p90_ou,temperature_c,humidity_pct,absolute_humidity_g_m3,co2_ppm,sound_dba,n_readings
2023-12-05T15:00,lived-in,32.6,37.8,24.68,60.8,13.75,503,53.2,2
2023-12-05T16:00,lived-in,20.2,21.8,24.63,62.6,14.12,550,50.4,2
2023-12-05T17:00,lived-in,36.8,49.9,24.67,62.4,14.10,642,56.7,2
2023-12-05T18:00,lived-in,74.5,101.5,24.56,63.7,14.29,845,58.2,2
2023-12-05T19:00,lived-in,18.2,20.7,24.49,64.2,14.37,785,51.5,2
2023-12-05T20:00,lived-in,23.6,28.7,24.56,64.5,14.48,810,49.0,2
2023-12-05T21:00,lived-in,18.1,20.7,25.10,61.4,14.21,765,48.2,2
2023-12-05T22:00,lived-in,49.7,52.3,25.06,66.2,15.30,508,44.3,2
2023-12-05T23:00,lived-in,24.7,33.4,24.81,69.3,15.79,422,42.7,2
2023-12-06T00:00,lived-in,18.4,22.5,24.80,68.2,15.53,441,42.8,2
2023-12-06T01:00,lived-in,33.3,43.0,24.57,67.6,15.20,456,42.8,2
2023-12-06T02:00,lived-in,13.6,14.4,24.20,64.5,14.21,424,42.4,2
2023-12-06T03:00,lived-in,6.6,6.8,23.80,63.3,13.61,414,42.4,2
2023-12-06T04:00,lived-in,5.6,6.4,23.51,63.5,13.44,412,42.8,2
2023-12-06T05:00,empty-ac-off,26.6,29.2,24.12,63.3,13.86,489,50.3,2
2023-12-06T06:00,empty-ac-off,188.2,231.6,24.78,62.2,14.15,579,50.0,2
2023-12-06T07:00,empty-ac-off,228.0,283.7,25.57,60.1,14.28,616,42.1,2
2023-12-06T08:00,empty-ac-off,267.8,269.0,25.72,59.5,14.27,613,41.6,2
2023-12-06T09:00,empty-ac-off,267.7,268.8,25.84,59.6,14.40,585,41.4,2
2023-12-06T10:00,empty-ac-off,258.8,264.2,25.94,59.9,14.54,573,41.4,2
2023-12-06T11:00,empty-ac-off,271.6,273.2,26.02,60.1,14.66,561,42.1,2
2023-12-06T12:00,empty-ac-off,261.0,262.3,26.08,60.3,14.76,552,41.2,2
2023-12-06T13:00,empty-ac-off,267.0,267.4,26.12,60.7,14.87,542,41.2,2
2023-12-06T14:00,empty-ac-off,265.2,266.3,26.18,60.9,14.98,532,41.1,2
2023-12-06T15:00,empty-ac-off,265.5,266.4,26.25,60.8,15.03,517,41.4,2
2023-12-06T16:00,empty-ac-off,260.5,260.7,26.26,61.0,15.06,504,41.3,2
2023-12-06T17:00,empty-ac-off,259.6,263.7,26.31,61.2,15.17,492,41.2,2
2023-12-06T18:00,empty-ac-off,257.3,260.6,26.35,61.2,15.20,482,41.1,2
2023-12-06T19:00,empty-ac-off,264.2,264.9,26.37,61.3,15.23,472,41.2,2
2023-12-06T20:00,empty-ac-off,261.7,266.5,26.42,61.2,15.26,468,41.2,2
2023-12-06T21:00,empty-ac-off,255.3,257.2,26.47,61.1,15.28,463,41.1,2
2023-12-06T22:00,empty-ac-off,251.0,255.3,26.43,61.3,15.29,459,41.2,2
2023-12-06T23:00,empty-ac-off,262.0,262.4,26.41,61.3,15.29,460,41.2,2
2023-12-07T00:00,empty-ac-off,259.7,265.2,26.40,61.5,15.32,458,41.1,2
2023-12-07T01:00,empty-ac-off,260.4,268.2,26.39,61.7,15.35,456,41.1,2
2023-12-07T02:00,empty-ac-off,272.4,273.6,26.38,61.6,15.33,454,41.1,2
2023-12-07T03:00,empty-ac-off,270.1,271.9,26.38,61.5,15.30,450,41.0,2
2023-12-07T04:00,empty-ac-off,264.6,268.6,26.37,61.4,15.26,447,41.1,2
2023-12-07T05:00,empty-ac-off,260.7,265.1,26.35,61.3,15.21,441,41.1,2
2023-12-07T06:00,empty-ac-off,261.4,261.8,26.32,61.2,15.17,436,41.1,2
2023-12-07T07:00,empty-ac-off,263.3,264.3,26.30,61.2,15.16,431,41.2,2
2023-12-07T08:00,empty-ac-off,260.4,265.1,26.29,61.2,15.15,427,41.2,2
2023-12-07T09:00,empty-ac-off,268.0,269.5,26.29,61.3,15.17,425,41.2,2
2023-12-07T10:00,empty-ac-off,267.4,273.9,26.32,61.3,15.20,427,41.2,2
2023-12-07T11:00,empty-ac-off,265.4,265.7,26.38,61.3,15.26,425,41.1,2
2023-12-07T12:00,empty-ac-off,272.3,273.7,26.41,61.3,15.27,427,41.1,2
2023-12-07T13:00,empty-ac-off,276.8,277.7,26.47,61.3,15.32,427,41.3,2
2023-12-07T14:00,empty-ac-off,273.5,273.5,26.50,61.2,15.32,425,41.2,2
2023-12-07T15:00,empty-ac-off,279.9,280.6,26.56,61.0,15.32,418,41.8,2
2023-12-07T16:00,empty-ac-off,278.7,281.1,26.60,60.9,15.33,414,41.5,2
2023-12-07T17:00,empty-ac-off,281.9,285.4,26.61,60.9,15.34,413,41.4,2
2023-12-07T18:00,empty-ac-off,276.0,277.0,26.62,60.9,15.36,418,41.5,2
2023-12-07T19:00,empty-ac-off,277.3,278.6,26.61,60.9,15.35,418,41.4,2
2023-12-07T20:00,empty-ac-off,283.8,288.3,26.58,61.0,15.35,415,41.3,2
2023-12-07T21:00,empty-ac-off,279.9,280.2,26.60,60.9,15.33,415,41.4,2
2023-12-07T22:00,empty-ac-off,286.5,290.5,26.44,61.3,15.30,417,41.2,2
2023-12-07T23:00,empty-ac-off,287.3,289.8,26.41,61.4,15.29,419,41.2,2
2023-12-08T00:00,empty-ac-off,275.1,279.4,26.37,61.4,15.27,421,41.2,2
2023-12-08T01:00,empty-ac-off,281.7,282.6,26.36,61.4,15.25,425,41.0,2
2023-12-08T02:00,empty-ac-off,290.8,293.6,26.35,61.3,15.23,423,41.1,2
2023-12-08T03:00,empty-ac-off,285.7,291.2,26.36,61.1,15.17,426,41.1,2
2023-12-08T04:00,empty-ac-off,275.0,276.1,26.37,60.6,15.08,425,41.1,2
2023-12-08T05:00,empty-ac-off,275.5,283.4,26.36,60.4,15.01,423,41.1,2
2023-12-08T06:00,empty-ac-off,274.1,274.2,26.33,60.2,14.94,420,41.0,2
2023-12-08T07:00,empty-ac-off,266.9,271.7,26.30,60.1,14.87,423,41.0,2
2023-12-08T08:00,empty-ac-off,275.4,277.1,26.27,59.9,14.81,418,41.2,2
2023-12-08T09:00,empty-ac-off,272.5,272.5,26.29,59.8,14.81,419,41.2,2
2023-12-08T10:00,empty-ac-off,271.3,271.6,26.34,59.9,14.86,422,41.2,2
2023-12-08T11:00,empty-ac-off,275.0,275.1,26.36,60.1,14.93,418,41.1,2
2023-12-08T12:00,empty-ac-off,283.2,286.6,26.42,60.2,15.00,413,41.1,2
2023-12-08T13:00,empty-ac-off,283.7,284.7,26.47,60.2,15.06,414,41.1,2
2023-12-08T14:00,empty-ac-off,283.7,286.0,26.51,60.2,15.09,413,41.2,2
2023-12-08T15:00,empty-ac-off,290.8,295.4,26.53,60.3,15.13,413,41.2,2
2023-12-08T16:00,empty-ac-off,282.2,284.6,26.59,60.3,15.19,415,41.3,2
2023-12-08T17:00,empty-ac-off,286.0,288.2,26.57,60.6,15.23,415,41.3,2
2023-12-08T18:00,empty-ac-off,288.2,291.4,26.54,60.8,15.25,411,41.2,2
2023-12-08T19:00,empty-ac-off,287.7,289.9,26.53,60.9,15.29,409,41.2,2
2023-12-08T20:00,empty-ac-off,290.9,293.7,26.51,61.1,15.32,408,41.3,2
2023-12-08T21:00,empty-ac-off,290.9,293.5,26.50,61.2,15.32,410,41.2,2
2023-12-08T22:00,empty-ac-off,291.8,294.7,26.50,61.2,15.33,409,41.2,2
2023-12-08T23:00,empty-ac-off,290.5,293.6,26.50,61.2,15.34,410,41.2,2
2023-12-09T00:00,empty-ac-off,288.7,289.6,26.50,61.4,15.37,417,41.3,2
2023-12-09T01:00,empty-ac-off,285.2,286.2,26.47,61.4,15.36,424,41.1,2
2023-12-09T02:00,empty-ac-off,296.2,303.9,26.46,61.4,15.34,422,41.2,2
2023-12-09T03:00,empty-ac-off,294.7,295.0,26.41,61.5,15.33,431,41.0,2
2023-12-09T04:00,empty-ac-off,286.1,287.4,26.37,61.5,15.29,436,41.0,2
2023-12-09T05:00,empty-ac-off,282.7,284.9,26.37,61.4,15.27,437,41.3,2
2023-12-09T06:00,empty-ac-off,273.8,278.3,26.31,61.4,15.22,440,41.0,2
2023-12-09T07:00,empty-ac-off,270.8,272.9,26.29,61.3,15.17,439,41.1,2
2023-12-09T08:00,empty-ac-off,272.6,274.0,26.26,61.1,15.10,441,41.1,2
2023-12-09T09:00,empty-ac-off,273.4,276.9,26.25,61.1,15.09,441,41.1,2
2023-12-09T10:00,empty-ac-off,272.7,272.7,26.33,60.9,15.12,438,41.1,2
2023-12-09T11:00,empty-ac-off,275.0,278.6,26.39,60.9,15.16,432,41.1,2
2023-12-09T12:00,empty-ac-off,278.1,279.5,26.40,61.0,15.19,426,41.1,2
2023-12-09T13:00,empty-ac-off,290.0,292.7,26.44,60.9,15.20,422,41.0,2
2023-12-09T14:00,empty-ac-off,290.8,293.7,26.49,60.8,15.23,420,41.2,2
2023-12-09T15:00,empty-ac-off,283.0,285.5,26.53,60.8,15.25,414,41.3,2
2023-12-09T16:00,empty-ac-off,284.7,284.8,26.55,60.7,15.25,408,41.2,2
2023-12-09T17:00,empty-ac-off,286.5,288.0,26.55,60.7,15.25,409,41.5,2
2023-12-09T18:00,empty-ac-off,282.6,282.8,26.51,60.9,15.27,407,41.1,2
2023-12-09T19:00,empty-ac-off,277.5,283.0,26.51,60.9,15.27,408,41.3,2
2023-12-09T20:00,empty-ac-off,278.3,280.1,26.51,61.0,15.29,402,41.3,2
2023-12-09T21:00,empty-ac-off,282.3,286.9,26.50,61.1,15.30,404,41.2,2
2023-12-09T22:00,empty-ac-off,274.8,276.6,26.50,61.3,15.35,404,41.2,2
2023-12-09T23:00,empty-ac-off,287.7,289.5,26.48,61.4,15.37,404,41.0,2
2023-12-10T00:00,empty-ac-off,292.4,296.6,26.48,61.5,15.37,409,41.4,2
2023-12-10T01:00,empty-ac-off,277.2,278.2,26.46,61.5,15.37,419,41.4,2
2023-12-10T02:00,empty-ac-off,296.9,299.8,26.44,61.6,15.39,426,41.1,2
2023-12-10T03:00,empty-ac-off,295.4,299.7,26.42,61.7,15.39,432,41.3,2
2023-12-10T04:00,empty-ac-off,289.8,291.5,26.42,61.6,15.36,436,41.3,2
2023-12-10T05:00,empty-ac-off,282.4,282.8,26.39,61.5,15.32,437,41.2,2
2023-12-10T06:00,empty-ac-off,281.3,282.0,26.35,61.4,15.26,432,41.1,2
2023-12-10T07:00,empty-ac-off,288.4,288.7,26.31,61.3,15.19,432,41.1,2
2023-12-10T08:00,empty-ac-off,272.3,273.3,26.31,61.2,15.15,427,41.1,2
2023-12-10T09:00,empty-ac-off,287.4,289.4,26.29,61.1,15.12,423,41.2,2
2023-12-10T10:00,empty-ac-off,277.1,280.4,26.33,61.0,15.14,421,41.2,2
2023-12-10T11:00,empty-ac-off,284.4,286.4,26.38,61.0,15.18,418,41.2,2
2023-12-10T12:00,empty-ac-off,287.9,291.0,26.44,61.0,15.23,419,41.3,2
2023-12-10T13:00,empty-ac-off,296.6,298.1,26.48,60.9,15.24,413,41.8,2
2023-12-10T14:00,empty-ac-off,283.9,285.2,26.53,60.7,15.23,405,41.4,2
2023-12-10T15:00,empty-ac-off,291.6,293.9,26.58,60.5,15.22,403,41.6,2
2023-12-10T16:00,empty-ac-off,291.6,294.2,26.60,60.4,15.21,400,41.3,2
2023-12-10T17:00,empty-ac-off,288.9,290.1,26.60,60.3,15.19,399,41.3,2
2023-12-10T18:00,empty-ac-off,292.6,297.1,26.60,60.3,15.19,400,41.5,2
2023-12-10T19:00,empty-ac-off,293.2,295.7,26.57,60.3,15.15,401,41.4,2
2023-12-10T20:00,empty-ac-off,293.7,294.7,26.55,60.2,15.11,404,41.4,2
2023-12-10T21:00,empty-ac-off,290.9,292.7,26.51,60.3,15.10,405,41.4,2
2023-12-10T22:00,empty-ac-off,290.5,293.9,26.51,60.2,15.09,408,41.5,2
2023-12-10T23:00,empty-ac-off,294.5,298.0,26.48,60.1,15.04,411,41.4,2
2023-12-11T00:00,empty-ac-off,286.3,286.8,26.47,59.9,14.98,413,41.5,2
2023-12-11T01:00,empty-ac-off,288.0,293.0,26.42,59.8,14.91,418,41.4,2
2023-12-11T02:00,empty-ac-off,290.8,293.9,26.40,59.7,14.87,419,41.3,2
2023-12-11T03:00,empty-ac-off,293.0,295.9,26.36,59.5,14.80,418,41.4,2
2023-12-11T04:00,empty-ac-off,281.0,281.5,26.35,59.2,14.70,414,41.5,2
2023-12-11T05:00,empty-ac-off,277.0,279.0,26.31,58.9,14.61,407,41.5,2
2023-12-11T06:00,empty-ac-off,273.2,276.1,26.29,58.7,14.54,402,41.4,2
2023-12-11T07:00,empty-ac-off,266.2,270.3,26.26,58.6,14.47,407,41.4,2
2023-12-11T08:00,empty-ac-off,275.7,278.5,26.23,58.4,14.41,401,41.5,2
2023-12-11T09:00,empty-ac-off,272.8,273.6,26.24,58.4,14.42,400,42.0,2
2023-12-11T10:00,empty-ac-off,277.1,279.0,26.26,58.6,14.47,397,41.5,2
2023-12-11T11:00,empty-ac-off,276.7,277.5,26.30,58.8,14.56,394,41.5,2
2023-12-11T12:00,empty-ac-off,283.9,288.1,26.36,58.9,14.63,398,41.5,2
2023-12-11T13:00,empty-ac-off,287.5,287.9,26.40,58.8,14.65,404,41.6,2
2023-12-11T14:00,empty-ac-off,281.4,286.3,26.46,58.5,14.61,402,41.6,2
2023-12-11T15:00,empty-ac-off,281.4,284.5,26.51,58.2,14.58,394,41.9,2
2023-12-11T16:00,empty-ac-off,284.7,286.9,26.54,57.9,14.54,392,42.0,2
2023-12-11T17:00,empty-ac-off,281.6,282.1,26.53,58.0,14.54,393,41.8,2
2023-12-11T18:00,empty-ac-off,280.5,283.4,26.53,58.0,14.55,387,41.8,2
2023-12-11T19:00,empty-ac-off,286.1,286.6,26.48,58.1,14.53,385,41.8,2
2023-12-11T20:00,empty-ac-off,280.2,281.7,26.47,58.0,14.51,393,41.7,2
2023-12-11T21:00,empty-ac-off,282.1,282.2,26.47,58.0,14.49,396,42.0,2
2023-12-11T22:00,empty-ac-off,282.1,283.1,26.46,57.9,14.46,403,41.9,2
2023-12-11T23:00,empty-ac-off,284.4,285.0,26.50,57.7,14.45,408,41.8,2
2023-12-12T00:00,empty-ac-off,277.6,279.6,26.40,57.9,14.42,418,41.7,2
2023-12-12T01:00,empty-ac-off,281.0,284.3,26.33,57.9,14.36,429,41.7,2
2023-12-12T02:00,empty-ac-off,283.2,287.0,26.30,57.6,14.28,428,41.5,2
2023-12-12T03:00,empty-ac-off,284.9,287.3,26.29,57.3,14.17,422,41.4,2
2023-12-12T04:00,empty-ac-off,268.1,271.3,26.24,57.0,14.08,418,41.5,2
2023-12-12T05:00,empty-ac-off,268.5,270.1,26.27,56.8,14.03,416,41.5,2
2023-12-12T06:00,empty-ac-off,262.4,264.4,26.21,56.8,13.99,412,41.5,2
2023-12-12T07:00,empty-ac-off,266.6,268.7,26.17,56.8,13.97,409,41.7,2
2023-12-12T08:00,empty-ac-off,269.7,270.1,26.12,56.9,13.96,410,41.7,2
2023-12-12T09:00,empty-ac-off,276.2,278.2,26.13,57.0,13.99,408,41.9,2
2023-12-12T10:00,empty-ac-off,276.5,281.6,26.16,57.2,14.07,403,41.6,2
2023-12-12T11:00,empty-ac-off,281.7,282.5,26.21,57.4,14.15,403,41.5,2
2023-12-12T12:00,empty-ac-off,285.4,290.9,26.28,57.6,14.23,403,41.5,2
2023-12-12T13:00,empty-ac-off,285.7,287.4,26.31,57.6,14.28,402,41.6,2
2023-12-12T14:00,empty-ac-off,287.3,290.7,26.34,57.5,14.28,402,41.7,2
2023-12-12T15:00,empty-ac-off,287.1,293.0,26.36,57.5,14.30,402,41.7,2
2023-12-12T16:00,empty-ac-off,285.7,286.2,26.40,57.6,14.33,399,41.5,2
2023-12-12T17:00,empty-ac-off,289.3,290.0,26.40,57.7,14.36,403,41.9,2
2023-12-12T18:00,empty-ac-off,285.6,289.8,26.40,57.7,14.38,404,41.7,2
2023-12-12T19:00,empty-ac-off,285.0,286.2,26.40,57.9,14.41,399,41.6,2
2023-12-12T20:00,empty-ac-off,286.1,286.4,26.40,58.0,14.44,401,41.7,2
2023-12-12T21:00,empty-ac-off,283.5,284.1,26.38,58.2,14.48,400,41.5,2
2023-12-12T22:00,empty-ac-off,277.1,278.0,26.38,58.4,14.53,406,41.6,2
2023-12-12T23:00,empty-ac-off,282.0,282.7,26.37,58.5,14.55,409,41.6,2
2023-12-13T00:00,empty-ac-off,284.7,287.3,26.37,58.4,14.53,411,41.6,2
2023-12-13T01:00,empty-ac-off,281.0,282.6,26.35,58.4,14.50,418,41.6,2
2023-12-13T02:00,empty-ac-off,290.3,291.7,26.28,58.5,14.47,421,41.4,2
2023-12-13T03:00,empty-ac-off,292.4,296.9,26.30,58.5,14.48,423,41.4,2
2023-12-13T04:00,empty-ac-off,278.8,279.9,26.26,58.2,14.39,419,41.4,2
2023-12-13T05:00,empty-ac-off,277.5,280.9,26.20,58.1,14.32,414,41.5,2
2023-12-13T06:00,empty-ac-off,276.1,278.1,26.16,58.0,14.25,409,41.5,2
2023-12-13T07:00,empty-ac-off,272.8,276.9,26.11,58.0,14.20,410,41.6,2
2023-12-13T08:00,empty-ac-off,271.5,272.9,26.08,57.9,14.17,409,41.8,2
2023-12-13T09:00,empty-ac-off,273.1,276.3,26.09,58.0,14.19,405,41.9,2
2023-12-13T10:00,empty-ac-off,276.6,277.8,26.12,58.1,14.25,409,41.7,2
2023-12-13T11:00,empty-ac-off,275.4,278.1,26.17,58.3,14.32,408,41.6,2
2023-12-13T12:00,empty-ac-off,277.5,279.1,26.23,58.2,14.36,405,41.6,2
2023-12-13T13:00,empty-ac-off,280.6,281.1,26.28,58.1,14.38,400,41.7,2
2023-12-13T14:00,empty-ac-off,282.7,284.3,26.30,58.0,14.37,399,41.6,2
2023-12-13T15:00,empty-ac-off,276.1,278.5,26.33,57.9,14.37,399,41.6,2
2023-12-13T16:00,empty-ac-off,283.3,285.0,26.35,57.8,14.35,397,41.6,2
2023-12-13T17:00,empty-ac-off,284.8,285.8,26.33,57.8,14.34,398,41.6,2
2023-12-13T18:00,empty-ac-off,279.0,279.7,26.33,57.6,14.29,401,41.5,2
2023-12-13T19:00,empty-ac-off,279.4,279.8,26.30,57.5,14.23,400,41.7,2
2023-12-13T20:00,empty-ac-off,280.0,280.7,26.28,57.3,14.18,400,41.6,2
2023-12-13T21:00,empty-ac-off,278.1,278.3,26.26,57.3,14.16,396,41.5,2
2023-12-13T22:00,empty-ac-off,279.0,280.5,26.24,57.2,14.12,401,41.6,2
2023-12-13T23:00,empty-ac-off,278.2,280.6,26.22,57.0,14.04,403,41.6,2
2023-12-14T00:00,empty-ac-off,275.6,276.1,26.20,56.6,13.95,403,41.6,2
2023-12-14T01:00,empty-ac-off,264.6,268.0,26.16,56.3,13.84,408,41.6,2
2023-12-14T02:00,empty-ac-off,271.0,273.5,26.11,56.0,13.72,410,41.6,2
2023-12-14T03:00,empty-ac-off,268.1,271.1,26.07,55.7,13.62,409,41.5,2
2023-12-14T04:00,empty-ac-off,259.0,260.9,26.02,55.4,13.51,408,41.5,2
2023-12-14T05:00,empty-ac-off,259.7,260.0,26.00,55.2,13.44,409,41.6,2
2023-12-14T06:00,empty-ac-off,255.9,258.0,25.94,55.1,13.37,404,41.6,2
2023-12-14T07:00,empty-ac-off,263.5,265.1,25.91,55.0,13.32,402,41.8,2
2023-12-14T08:00,empty-ac-off,259.0,260.1,25.89,54.8,13.27,406,41.9,2
2023-12-14T09:00,empty-ac-off,261.6,263.4,25.88,54.8,13.25,403,41.9,2
2023-12-14T10:00,empty-ac-off,256.5,258.8,25.91,54.7,13.27,401,41.9,2
2023-12-14T11:00,empty-ac-off,260.6,261.0,25.96,55.1,13.38,400,41.7,2
2023-12-14T12:00,empty-ac-off,262.6,269.6,26.00,55.2,13.43,395,41.7,2
2023-12-14T13:00,empty-ac-off,264.0,265.4,26.05,55.2,13.47,394,41.7,2
2023-12-14T14:00,empty-ac-off,249.0,252.9,26.11,55.3,13.55,392,41.6,2
2023-12-14T15:00,empty-ac-off,250.5,252.4,26.15,55.5,13.63,392,41.6,2
2023-12-14T16:00,empty-ac-off,245.8,247.8,26.19,55.8,13.74,393,41.6,2
2023-12-14T17:00,empty-ac-off,231.6,235.8,26.20,56.2,13.85,393,41.6,2
2023-12-14T18:00,empty-ac-off,234.7,236.6,26.21,56.4,13.90,391,41.6,2
2023-12-14T19:00,empty-ac-off,228.6,232.8,26.21,56.4,13.90,390,41.5,2
2023-12-14T20:00,empty-ac-off,235.4,236.7,26.20,56.2,13.85,390,41.5,2
2023-12-14T21:00,empty-ac-off,228.2,232.3,26.19,56.1,13.80,388,41.5,2
2023-12-14T22:00,empty-ac-off,221.9,223.0,26.18,56.0,13.78,388,41.5,2
2023-12-14T23:00,empty-ac-off,221.6,224.7,26.18,56.0,13.76,390,41.5,2
2023-12-15T00:00,empty-ac-off,219.7,224.8,26.21,55.8,13.74,391,41.5,2
2023-12-15T01:00,empty-ac-off,214.6,216.6,26.21,55.6,13.70,393,41.5,2
2023-12-15T02:00,empty-ac-off,220.2,224.2,26.21,55.4,13.64,388,41.5,2
2023-12-15T03:00,empty-ac-off,222.8,229.0,26.21,54.9,13.53,385,41.5,2
2023-12-15T04:00,empty-ac-off,219.0,224.0,26.22,54.7,13.48,387,41.5,2
2023-12-15T05:00,empty-ac-off,222.1,223.4,26.22,54.5,13.43,385,41.4,2
2023-12-15T06:00,empty-ac-off,220.6,221.1,26.20,54.3,13.38,385,41.5,2
2023-12-15T07:00,empty-ac-off,223.5,225.0,26.20,54.1,13.33,381,41.6,2
2023-12-15T08:00,empty-ac-off,223.3,224.6,26.20,54.0,13.31,379,41.7,2
2023-12-15T09:00,empty-ac-off,226.9,229.8,26.21,53.9,13.29,382,41.7,2
2023-12-15T10:00,empty-ac-off,225.8,227.4,26.27,53.9,13.34,383,41.7,2
2023-12-15T11:00,empty-ac-off,224.3,225.9,26.30,53.9,13.35,384,41.7,2
2023-12-15T12:00,empty-ac-off,218.9,220.7,26.32,53.9,13.35,386,41.8,2
2023-12-15T13:00,empty-ac-off,221.0,224.7,26.37,53.7,13.36,384,41.8,2
2023-12-15T14:00,empty-ac-off,221.1,222.4,26.40,53.7,13.39,381,42.0,2
2023-12-15T15:00,empty-ac-off,215.1,217.6,26.41,53.8,13.41,382,41.8,2
2023-12-15T16:00,empty-ac-off,207.6,207.7,26.41,53.9,13.44,381,41.9,2
2023-12-15T17:00,empty-ac-off,211.5,215.8,26.41,54.0,13.46,381,41.9,2
2023-12-15T18:00,empty-ac-off,218.6,218.6,26.40,54.1,13.46,377,41.9,2
2023-12-15T19:00,empty-ac-off,215.0,215.6,26.43,54.1,13.48,377,41.9,2
2023-12-15T20:00,empty-ac-off,217.7,218.7,26.53,53.8,13.50,374,41.8,2
2023-12-15T21:00,empty-ac-off,213.5,217.2,26.55,53.8,13.51,378,41.7,2
2023-12-15T22:00,empty-ac-off,214.5,217.0,26.55,53.8,13.51,380,41.8,2
2023-12-15T23:00,empty-ac-off,214.9,216.7,26.53,53.8,13.51,377,41.8,2
2023-12-16T00:00,empty-ac-off,211.0,213.5,26.59,53.7,13.50,374,41.7,2
2023-12-16T01:00,empty-ac-off,213.2,215.6,26.53,53.7,13.48,377,41.7,2
2023-12-16T02:00,empty-ac-off,217.6,220.3,26.48,53.8,13.46,379,41.5,2
2023-12-16T03:00,empty-ac-off,217.2,218.5,26.35,54.0,13.41,380,41.7,2
2023-12-16T04:00,empty-ac-off,204.4,204.4,26.29,53.9,13.35,380,41.5,2
2023-12-16T05:00,empty-ac-off,206.3,207.4,26.27,53.8,13.31,372,41.5,2
2023-12-16T06:00,empty-ac-off,197.1,198.4,26.15,54.0,13.26,371,41.6,2
2023-12-16T07:00,empty-ac-off,192.1,197.0,25.82,54.7,13.20,373,41.6,2
2023-12-16T08:00,empty-ac-off,196.9,199.7,25.66,55.1,13.16,376,41.7,2
2023-12-16T09:00,empty-ac-off,190.9,193.7,25.70,55.0,13.17,380,41.6,2
2023-12-16T10:00,empty-ac-off,194.1,197.4,25.71,55.1,13.21,381,41.3,2
2023-12-16T11:00,empty-ac-off,199.2,202.1,25.74,55.4,13.30,378,41.3,2
2023-12-16T12:00,empty-ac-off,198.8,205.7,25.79,55.6,13.38,378,41.3,2
2023-12-16T13:00,empty-ac-off,195.0,198.0,25.81,55.7,13.42,376,41.3,2
2023-12-16T14:00,empty-ac-off,197.3,199.1,25.83,55.8,13.46,375,41.5,2
2023-12-16T15:00,empty-ac-off,195.9,196.7,25.85,55.9,13.50,374,41.4,2
2023-12-16T16:00,empty-ac-off,197.5,201.6,25.88,56.0,13.56,372,41.3,2
2023-12-16T17:00,empty-ac-off,196.0,198.5,25.89,56.2,13.60,369,41.4,2
2023-12-16T18:00,empty-ac-off,187.3,192.6,25.87,56.3,13.60,370,41.4,2
2023-12-16T19:00,empty-ac-off,185.0,185.9,25.86,56.4,13.63,369,41.3,2
2023-12-16T20:00,empty-ac-off,199.0,202.1,25.87,56.5,13.65,367,41.3,2
2023-12-16T21:00,empty-ac-off,195.3,198.0,25.82,56.6,13.64,373,41.3,2
2023-12-16T22:00,empty-ac-off,187.1,191.6,25.87,56.3,13.61,372,41.4,2
2023-12-16T23:00,empty-ac-off,192.9,196.0,25.91,56.0,13.56,376,41.4,2
2023-12-17T00:00,empty-ac-off,191.3,191.7,25.89,55.8,13.51,376,41.4,2
2023-12-17T01:00,empty-ac-off,189.4,191.1,25.81,55.8,13.44,372,41.5,2
2023-12-17T02:00,empty-ac-off,199.7,200.7,25.81,55.6,13.39,371,41.5,2
2023-12-17T03:00,empty-ac-off,194.9,194.9,25.77,55.5,13.34,379,41.5,2
2023-12-17T04:00,empty-ac-off,190.5,190.6,25.80,55.2,13.29,374,41.5,2
2023-12-17T05:00,empty-ac-off,181.9,187.8,25.78,55.1,13.26,371,41.6,2
2023-12-17T06:00,empty-ac-off,190.4,191.1,25.71,55.1,13.20,373,41.6,2
2023-12-17T07:00,empty-ac-off,192.2,194.5,25.69,54.9,13.14,377,41.8,2
2023-12-17T08:00,empty-ac-off,191.4,192.1,25.63,54.9,13.09,379,41.9,2
2023-12-17T09:00,empty-ac-off,191.4,192.4,25.61,54.9,13.08,377,41.9,2
2023-12-17T10:00,empty-ac-off,196.7,198.0,25.64,55.0,13.12,377,41.9,2
2023-12-17T11:00,empty-ac-off,194.5,198.5,25.81,54.6,13.16,371,41.8,2
2023-12-17T12:00,empty-ac-off,195.4,199.3,25.78,54.6,13.14,371,41.9,2
2023-12-17T13:00,empty-ac-off,195.4,198.3,25.78,54.3,13.07,371,41.8,2
2023-12-17T14:00,empty-ac-off,196.8,197.3,25.91,53.8,13.03,374,41.6,2
2023-12-17T15:00,empty-ac-off,190.8,196.6,25.99,53.5,13.02,373,41.6,2
2023-12-17T16:00,empty-ac-off,194.9,200.3,26.00,52.8,12.85,375,41.5,2
2023-12-17T17:00,empty-ac-off,195.4,197.1,26.00,52.9,12.88,372,41.6,2
2023-12-17T18:00,empty-ac-off,195.1,195.1,26.01,53.0,12.92,372,41.6,2
2023-12-17T19:00,empty-ac-off,191.9,192.0,26.06,52.9,12.94,371,41.6,2
2023-12-17T20:00,empty-ac-off,189.4,189.5,25.83,53.6,12.92,373,41.5,2
2023-12-17T21:00,empty-ac-off,187.3,189.9,25.92,53.1,12.87,377,41.4,2
2023-12-17T22:00,empty-ac-off,188.0,188.7,25.82,53.0,12.77,375,41.4,2
2023-12-17T23:00,empty-ac-off,185.1,185.9,25.74,52.3,12.57,380,41.4,2
